ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
1815,2,CONSORCIO 4C,GP-9780,"AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI, Ing. Carlos Alberto García Montes",20224090157892,10/02/2022,Ref. Contrato de Concesión 003 de 2014 - Concesión Honda - Puerto Salgar - Girardot - Registro Fílmico Informe Mensual de Interventoría 87 – enero de 2022.,15_01_Cartas_Enviadas/RADICADAS/2022/CI004_978021_090200_ANI_VIDEO_IMI_ENE_2022.pdf
1816,2,CONSORCIO 4C,GP-9852,"AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI
Atención: Ing. Carlos Alberto García Montes",CI.004/GP9852/22/7.2.2,11/03/2022,"Ref. Contrato de Concesión 003 de 2014-Concesión Honda - Puerto Salgar - Girardot-Remisión Formato GCSP-F-009 Informe Mensual Recaudo de Peajes, febrero 2022.",15_01_Cartas_Enviadas/RADICADAS/2022/CI004_985222_070202_ANI_F-009_RECAUD_PEAJES_FEB-2022.pdf
1817,4,CONSORCIO 4C,GP-9965,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0532,05/05/2022,Ref. Contrato de Concesión 003 de 2014 - Concesión Honda - Puerto Salgar - Girardot - Seguimiento programa de atención al usuario. PQRS de la UF3,15_01_Cartas_Enviadas/RADICADAS/2022/CI004_996522_070109_CON_ATENCION_USUARIO_PQRS_UF3.pdf
1818,4,CONSORCIO 4C,GP-9865,CONCESIÓN ALTO MAGDALENA S.A.S - Ing. Claudia Cecilia Castillo Pico,20224090305952,15/03/2022,Ref. Contrato de Concesión 003 de 2014-Concesión Honda - Puerto Salgar - Girardot.-Revisión de Avalúo Otrosí No. 9. Predio ALMA-2-0077 de la UF2,15_01_Cartas_Enviadas/RADICADAS/2022/CI004_986522_070406_CON_OBSER_AVALUOS9_ALMA-2-0077.pdf
1819,3,CONSORCIO 4C,GP-9950,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1227,28/04/2022,Ref. Contrato de Concesión 003 de 2014 - Concesión Honda - Puerto Salgar - Girardot - Solicitud de consulta a FASECOLDA sobre Seguro de Daños contra Todo Riesgo de Obras Civiles,15_01_Cartas_Enviadas/RADICADAS/2022/CI004_995022_050300_CON_SOLICITUD_CONSULTA_FASECOLDA_POLIZA_TODORIESGO.pdf
1822,5,CONSORCIO 4C,GP-9928,CONCESIÓN ALTO MAGDALENA S.A.S.,20224090442162,21/04/2022,"Ref. Contrato de Concesión 003 de 2014 - Concesión Honda - Puerto Salgar - Girardot - Aspectos e Impactos Ambientales / Operación y Mantenimiento UF2, 3, 4 y 5.",15_01_Cartas_Enviadas/RADICADAS/2022/CI004_992822_070108_CON_ASP_IMPACT_AMBIENTAL_O&M_190422.pdf
1823,5,CONSORCIO 4C,,Defensoría del Pueblo,catmartinez@defensoria.gov.co (sin sello físico visible),03/08/2022,"Concesión Alto Magdalena S.A.S., se permite informar que nos encontramos realizando todos los análisis pertinentes a la petición, por lo que una vez contemos con un concepto definitivo se les informará a la peticionaria y a los respectivos entes.” 6. Finalmente, el Concesionario Alto Magdalena S.A.S mediante oficio ALMA-2022-1102 del 01.ago.2022, dio alcance a la respuesta dada al requerimiento realizado por la Interventoría (CI.004/GP10131/22/7.1.9), en el cual hace un recuento de las acciones tomadas por el Concesionario hasta la fecha, con el fin de dar cierre a la petición realizada por la señora Mary Patiño. Por otra parte, el Concesionario procedió a realizar una revisión del caso, del cual se destaca lo siguiente: “(…) Es preciso aclarar, que Concesión Alto Magdalena S.A.S. en ningún momento ha realizado la vulneración del servicio del agua a la peticionaria, solamente ha recomendado como una solución definitiva, “(…) la reubicación de la manguera, es una labor que debe ser adelantada por la empresa de acueducto y/o de servicios públicos del municipio de San Juan de Rioseco, entidad responsable del suministro del servicio de agua, quien debe tramitar el debido permiso e instalar la red de acueducto acorde con las especificaciones técnicas, para evitar los inconvenientes que usted manifiesta en su petición. Por lo antes mencionado, se solicitará a la peticionaria allegar toda la información correspondiente a la conexión o permiso autorizado por la empresa del servicio de acueducto de la zona, para que nos permita establecer si la acometida es legal. Una vez se cuente con lo antes mencionado, AUNQUE NO ES responsabilidad del concesionario, se procederá por una UNICA vez a realizar labores encaminadas a atender la solicitud de la peticionaria. (…)”. Énfasis ex professo Con todo lo anterior se puede evidenciar que la interventoría de acuerdo a sus obligaciones de vigilancia y control sobre el Contrato de concesión APP 003 de 2014, dentro de sus posibilidades ha realizado la gestión necesaria y oportuna a la petición, así como también se ha efectuado visita técnica de acompañamiento y verificación al predio de la señora Mary Isabel Patiño, emitiendo el respectivo concepto según los hallazgos; por lo tanto, una vez dada la respuesta definitiva por parte del Concesionario, se continuará realizando la correspondiente revisión.",15_01_Cartas_Enviadas/RADICADAS/2022/CI004_1014822_070109_TER_RTA_SOLICITUD_AFECTACION_MANGUERA_PREDIO_EL DIAMANTE.pdf
1821,2,CONSORCIO 4C,GP-9793,"AGENCIA NACIONAL DE INFRAESTRUCTURA – ANI, Ing. Carlos Alberto García Montes",20224090169622,14/02/2022,Ref. Contrato de Concesión 003 de 2014 - Concesión Honda – Girardot – Puerto Salgar - Concepto para la Elaboración del Anteproyecto de Presupuesto de Ingresos y Gastos para la Vigencia 2023. Formato GCSP-F-003 Vigencias Futuras Año 2022,15_01_Cartas_Enviadas/RADICADAS/2022/CI004_979322_070202_ANI_F-303_VIGENCIAS_FUTURAS_2022.pdf
1820,3,CONSORCIO 4C,,"AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI
Atn.: Ing. Carlos Alberto García Montes","20223040103461, ANI 20224090605592",22/08/2022,Ref. Contrato de Concesión 003 de 2014-Concesión Honda – Girardot – Puerto Salgar-Permiso de ocupación Temporal – Instalación de redes de alcantarillado fase 1 Plan Maestro Acueducto y Alcantarillado del corregimiento de Puerto Bogotá. Expediente No 20223040280200195E.,15_01_Cartas_Enviadas/RADICADAS/2022/CI004_1020422_070114_ANI_PERMISO_OCUPA_TEMPORAL_ALCANTARILADO_PTO.BOGOTÁ.pdf
554,2,Señor Ramón Quintero,20224090149452,CONSORCIO 4C,GP-15372,07/02/2022,Traslado derecho de petición con radicado ANI No. 20224090149452; Señor Ramón Quintero - Proyecto Girardot – Honda – Puerto Salgar. Contrato de Concesión 003 de 2014. Concesión Alto Magdalena S.A.S,15_04_Comunic_Recibidas/2022/CI004_GP-15372_070109_ANI_004327-1_TRASLAD_DP_RQUINTERO.pdf
555,1,Agencia Nacional de Infraestructura (ANI),2022-311-004315-1,CONSORCIO 4C,GP-15368,21/02/2022,Remisión Circulares No. 202250000000034 y No. 20225000000024 Concepto cálculo costos ociosos. – Proyecto Girardot – Honda – Puerto Salgar. – Contrato de Concesión No. 003 del 2014.,15_04_Comunic_Recibidas/2022/CI004_GP-15368_050300_ANI_004315-1_REMI_CIRCULA_COST_OCIOSOS.pdf
553,2,GLOBAL LOGISTICA DE TRANSPORTE S.A.S.,,CONSORCIO 4C,GP-15930,13/10/2021,NOTIFICACION MOVILIZACION CARGA EXTRADIMENSIONADA Y/O EXTRAPESADA CARTA DE PORTE Y PESO,15_04_Comunic_Recibidas/2022/CI004_GP-15930_070300_GLOBALLOGIS_SINNUMERO_SCTUD_PASO.pdf
558,2,Personería Municipal de San Juan de Río Seco (Cundinamarca),No especificado,CONSORCIO 4C,GP-15702,20/05/2022,"Queja presentada a la Concesionaria Alto Magdalena SAS ‘cuando la máquina realiza la limpieza, perfora la manguera que transporta el agua del acueducto veredal a la vivienda del predio el DIAMANTE’",15_04_Comunic_Recibidas/2022/CI004_GP-15702_070109_PMPAL_JSECO_SINNUMERO_QUEJA_DIAMANTE.pdf
557,2,Agencia Nacional de Infraestructura,20223100031121,CONSORCIO 4C,GP-15330,10/02/2021,"Autorización para cubrir la diferencia del déficit de la Vigencia Futura 2021 en el proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014 – Concesión ALTO MAGDALENA SAS",15_04_Comunic_Recibidas/2022/CI004_GP-15330_070203_ANI_003112-1_DIF_DEFICIT_VIG_FUTU_21.pdf
556,2,GLOBAL LOGISTICA DE TRANSPORTE S.A.S.,NIT 900.812.530-1,CONSORCIO 4C,GP-15928,13/10/2021,NOTIFICACION MOVILIZACION CARGA EXTRADIMENSIONADA Y/O EXTRAPESADA CARTA DE PORTE Y PESO,15_04_Comunic_Recibidas/2022/CI004_GP-15928_070300_GLOBALLOGIS_SINNUMERO_SCTUD_PASO.pdf
559,2,TRANS SURENCO S.A.S,003683 (Resolución INVIAS),CONSORCIO 4C,GP-15681,13/05/2022,SOLICITUD PERMISO DE TRÁNSITO CERTIFICACIÓN DE PESO,15_04_Comunic_Recibidas/2022/CI004_GP-15681_070300_TRANSSURENCO_SINNUMERO_SCTUD_PASO.pdf
560,6,Agencia Nacional de Infraestructura,2022500000114,CONSORCIO 4C,GP-15370,18/02/2022,"LINEAMIENTOS PARA DESARROLLAR EL INFORME CONSOLIDADO ADMINISTRATIVO, TÉCNICO, FINANCIERO Y CONTABLE DE VERIFICACIÓN Y VALIDACIÓN DE COSTOS OCIOOS POR PARTE DE LAS INTERVENTORÍAS DE LOS PROYECTOS ALIANZAS PÚBLICO-PRIVADAS, CUARTA GENERACIÓN DE CONCESIONES Y DEMÁS PROYECTOS",15_04_Comunic_Recibidas/2022/CI004_GP-15370_050300_ANI_000011-4_LINEA_INF_COST_OCIOSOS.pdf
562,2,Agencia Nacional de Infraestructura,ANI No. 20224090013652,CONSORCIO 4C,GP-15234,24/01/2022,Actualización tarifas de peaje 2022 – Proyecto Girardot – Honda - Puerto Salgar – Radicado ANI No 20224090013652 del 6 de enero de 2022 - Contrato de Concesión No 003/2014. Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2022/CI004_GP-15234_070207_ANI_000855-1_ACTUAL_TARIFAS_PEAJE_22.pdf
561,2,GLOBAL LOGISTICA DE TRANSPORTE S.A.S.,,CONSORCIO 4C,GP-15996,13/10/2021,"NOTIFICACION MOVILIZACION CARGA EXTRADIMENSIONADA Y/O EXTRAPESADA', 'CARTA DE PORTE Y PESO",15_04_Comunic_Recibidas/2022/CI004_GP-15996_070300_GLOBALLOGIS_SINNUMERO_SCTUD_PASO.pdf
565,1,Agencia Nacional de Infraestructura,"20224090019252, 20224090016712",CONSORCIO 4C,GP-15333,09/02/2022,Respuesta a su radicado No CI.004/GP9715/21/9.2 y CI.004/GP9714/22/9.2 con los radicados ANI No. 20224090019252 y No.20224090016712 del 07 de enero de 2022 - Aprobación Informe de Interventoría No. 86 correspondiente al 01 al 31 diciembre de 2021 – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar.,15_04_Comunic_Recibidas/2022/CI004_GP-15333_090200_ANI_003165-1_APROBA_INF_INTRV_N86.pdf
563,2,GLOBAL LOGISTICA DE TRANSPORTE S.A.S.,,CONSORCIO 4C,GP-16054,13/10/2021,"NOTIFICACION MOVILIZACION CARGA EXTRADIMENSIONADA Y/O EXTRAPESADA', 'CARTA DE PORTE Y PESO",15_04_Comunic_Recibidas/2022/CI004_GP-16054_070300_GLOBALLOGIS_SINNUMERO_SCTUD_PASO.pdf
564,2,Corporación Autónoma Regional de Cundinamarca,2015342,CONSORCIO 4C,GP-15342,11/02/2022,Cumplimiento obligación artículo primero Auto DRAM No. 03216001535 3/12/2021 (ALMA-R-2021-1873). Entrega informe medida compensatoria Resolución No. 0312 del 16 de febrero de 2016. Expediente 51701,15_04_Comunic_Recibidas/2022/CI004_GP-15342_070108_CON_0225_INF_COMPENSA_EXP_51701.pdf
566,5,Tribunal Administrativo de Cundinamarca - Despacho 03,s01des03tadmincdm@notificacionesrj.gov.co,CONSORCIO 4C,GP-15568,18/04/2022,REANUDACIÓN DE AUDIENCIA,15_04_Comunic_Recibidas/2022/CI004_GP-15568_050300_TRIBADMONCUND_SINNUMERO_REANUDA_AUDIENCIA.pdf
568,1,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-2022-0072,CONSORCIO 4C,GP-15240,24/01/2022,Memoria Técnica noviembre de 2021,15_04_Comunic_Recibidas/2022/CI004_GP-15240_070500_CON_0072_MEMO_TEC_NOV21.pdf
567,2,TRANS SURENCO S.A.S,003683 (Resolución INVIAS),CONSORCIO 4C,GP-15678,14/05/2022,SOLICITUD PERMISO DE TRÁNSITO CERTIFICACIÓN DE PESO,15_04_Comunic_Recibidas/2022/CI004_GP-15678_070300_TRANSSURENCO_SINNUMERO_SCTUD_PASO.pdf
571,2,Fiduciaria Bogotá S.A.,3-1-63664,CONSORCIO 4C,GP-15421,10/03/2022,ESTADOS FINANCIEROS AUDITADOS A 31 DIC 2021 | FID. P.A. ALTO MAGDALENA 3-1-63664,15_04_Comunic_Recibidas/2022/CI004_GP-15421_070202_FBTA_SINNUMERO_ESTAD_FINAN_AUDITA_DIC21.pdf
570,2,GLOBAL LOGISTICA DE TRANSPORTE S.A.S.,,CONSORCIO 4C,GP-16089,13/10/2021,"NOTIFICACION MOVILIZACION CARGA EXTRADIMENSIONADA Y/O EXTRAPESADA', 'CARTA DE PORTE Y PESO",15_04_Comunic_Recibidas/2022/CI004_GP-16089_070300_GLOBALLOGIS_SINNUMERO_SCTUD_PASO.pdf
569,2,GLOBAL LOGISTICA DE TRANSPORTE S.A.S.,,CONSORCIO 4C,GP-16055,13/10/2021,"NOTIFICACION MOVILIZACION CARGA EXTRADIMENSIONADA Y/O EXTRAPESADA', 'CARTA DE PORTE Y PESO",15_04_Comunic_Recibidas/2022/CI004_GP-16055_070300_GLOBALLOGIS_SINNUMERO_SCTUD_PASO.pdf
572,2,Sección 01 Despacho 03 Tribunal Administrativo de Cundinamarca,25307333300120190014701,CONSORCIO 4C,GP-15593,02/05/2022,REANUDACIÓN AUDIENCIA DE PACTO,15_04_Comunic_Recibidas/2022/CI004_GP-15593_050300_TRIBADMONCUND_SINNUMERO_REANUDA_AUDIENCIA.pdf
575,2,Agencia Nacional de Infraestructura,20223110029261,CONSORCIO 4C,GP-15322,08/02/2022,"Respuesta a su solicitud, encuesta satisfacción del cliente del año 2021. - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Interventoría 145 de 2014. Consorcio 4C.",15_04_Comunic_Recibidas/2022/CI004_GP-15322_140711_ANI_002926-1_ENCUEST_SATIS_CLIENT_21.pdf
573,1,Agencia Nacional de Infraestructura,20214091506062,CONSORCIO 4C,GP-15204,04/01/2022,Respuesta a su comunicado ALMA-2021-1824 con radicado ANI No. 20214091506062 - Informe Gerencial No. 85. - Proyecto Girardot – Honda – Puerto Salgar. Contrato de Concesión 003 de 2014. Concesión Alto Magdalena S.A.S,15_04_Comunic_Recibidas/2022/CI004_GP-15204_070500_ANI_000129-1_INF_MEN_N85.pdf
574,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0141,CONSORCIO 4C,GP-15274,01/02/2022,"Entrega resultados, Encuesta Semestral de Evaluación al Sistema de Atención al Usuario de Concesión Alto Magdalena para el segundo semestre del año 2021.",15_04_Comunic_Recibidas/2022/CI004_GP-15274_070402_CON_0141_ENTREG_RESULT_2021.pdf
664,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2021-1766,CONSORCIO 4C,GP-15484,31/03/2022,Solicitud Información complementaria costos ociosos. Rad 20213050372581,15_04_Comunic_Recibidas/2022/CI004_GP-15484_050300_CON_0434_SCTUD_INFO_COSTOS_OCIOSOS.pdf
666,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0032,CONSORCIO 4C,GP-15207,06/01/2022,GCSP-F-208 Informe Ingresos Explotación Comercial Diciembre de 2021,15_04_Comunic_Recibidas/2022/CI004_GP-15207_070202_CON_0032_FOR_GCSP_F208_DIC21.pdf
665,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R 2022-0905,CONSORCIO 4C,GP-16192,29/08/2022,Respuesta comunicado CI.004/GP10083/22/7.3.3 (Rad. Int. ALMA-R 2022-0905). Requerimiento formal para subsanar funcionamiento del SICC.,15_04_Comunic_Recibidas/2022/CI004_GP-16192_070303_CON_1275_REQUE_SUBSANAR_FUNCION_SICC.pdf
667,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0398,CONSORCIO 4C,GP-15452,22/03/2022,"Entrega Informe Final, Resolución No. 1082 del 13 de junio de 2018, UF 5.3, ""Por la cual se levanta de manera parcial la veda de especies de flora silvestre y se toman otras determinaciones, Exp. ATV 0788, DBBSE"". EXPEDIENTE LAV0068-00-2015.",15_04_Comunic_Recibidas/2022/CI004_GP-15452_070108_CON_0398_ENTREG_INF_FINAL_RES_1082.pdf
668,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0353,CONSORCIO 4C,GP-15423,11/03/2022,Solicitud reunión socialización Auto No. 09099 del 16 de septiembre de 2020 Etapa de Desmantelamiento y Abandono. Expediente LAV 0063-00-2015,15_04_Comunic_Recibidas/2022/CI004_GP-15423_070108_CON_0353_DESMANTE_ABANDONO_AUTO_09099.pdf
669,1,CONCESIÓN ALTO MAGDALENA S.A.S.,20221035648,CONSORCIO 4C,GP-15817,15/06/2022,"Seguimiento radicado No. 20221035648 de 05/05/2022 – (Rad. Int. ALMA-2022-0553 – 28/04/2022), cumplimiento Resolución 2284 del 03/11/2015, Exp. ATV 0247, DBBSE. Expediente LAV0068-00-2015",15_04_Comunic_Recibidas/2022/CI004_GP-15817_070108_CON_0824_SEG_RAD_CAR_20221035648.pdf
670,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0188,CONSORCIO 4C,GP-15313,04/02/2022,Cumplimiento obligación pago servicio de seguimiento y control ambiental. Auto DRAM 03216001393 del 18/11/2021 (Rad. Interno ALMA-R-2021-1756 del 25/11/2021). Expediente 51714,15_04_Comunic_Recibidas/2022/CI004_GP-15313_070108_CON_0188_PAG_SEG_AMB_EXP_51714.pdf
671,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1191,CONSORCIO 4C,GP-15253,27/01/2022,Aclaración coordenadas solicitud permiso de ocupación de cauce PR23+587,15_04_Comunic_Recibidas/2022/CI004_GP-15253_070108_CON_0115_SCTUD_OCUPA_CAUCE_PR23+587.pdf
672,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1530,CONSORCIO 4C,GP-16401,24/10/2022,Informe ejecutivo avance ejecución predial y sabana de avalúos septiembre 2022,15_04_Comunic_Recibidas/2022/CI004_GP-16401_070400_CON_1530_INF_PREDIAL_SEP22.pdf
673,4,MOVITRAM,,CONSORCIO 4C,GP-16154,17/08/2022,Certificación de peso y Solicitud de paso,15_04_Comunic_Recibidas/2022/CI004_GP-16154_070300_MOVITRAM_SINNUMERO_SCTUD_PASO.pdf
675,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0003,CONSORCIO 4C,GP-15269,31/01/2022,"Solicitud Información complementaria costos ociosos. Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – “La financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás Apéndices del Contrato.”",15_04_Comunic_Recibidas/2022/CI004_GP-15269_050300_CON_0138_INF_COST_OCIOSOS.pdf
674,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1497,CONSORCIO 4C,GP-16361,12/10/2022,Entrega informe mantenimientos primer y segundo año medida compensatoria en cumplimiento de la Resolución 2879 del 29/09/2017. Expediente 61524,15_04_Comunic_Recibidas/2022/CI004_GP-16361_070108_CON_1497_MEDIDA_COMPENSA_EXP_61524.pdf
676,4,CONCESIÓN ALTO MAGDALENA S.A.S.,20213043001,CONSORCIO 4C,GP-15881,22/06/2022,"Solicitud inclusión memorando DESCA 20213043001 del 17 de junio de 2021 al permiso de ocupación de cauce otorgado, que reposa en el Expediente 52031",15_04_Comunic_Recibidas/2022/CI004_GP-15881_070108_CON_0919_INCLUS_MEMO_DESCA_EXP_52031.pdf
679,2,MOVITRAM,N/A (No visible en el documento),CONSORCIO 4C,GP-15226,16/01/2022,Certificación de peso y Solicitud de paso,15_04_Comunic_Recibidas/2022/CI004_GP-15226_070300_MOVITRAM_SINNUMERO_SCTUD_PASO.pdf
677,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0301,CONSORCIO 4C,GP-15380,23/02/2022,Solicitud aval predios de enriquecimiento vegetal en compensación de las epífitas vasculares que perecieron del permiso de levantamiento de veda otorgado por la Res. No. 1701 del 17 de julio de 2015. Expedientes ATV-0246 y LAV0063-00-2015.,15_04_Comunic_Recibidas/2022/CI004_GP-15380_070108_CON_0301_SCTUD_VISITA_REMOLINOS.pdf
678,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1223,CONSORCIO 4C,GP-16162,18/08/2022,Entrega informe mantenimientos realizados en el primer y segundo año de la medida compensatoria en cumplimiento de la Resol. 354 del 17/02/2016 prorrogada con la Resol. 1190 del 30/04/2018. Expediente 51852.,15_04_Comunic_Recibidas/2022/CI004_GP-16162_070108_CON_1223_CUMPLI_RESOL_1190_EXP_51852.pdf
681,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0208,CONSORCIO 4C,GP-15337,10/02/2022,GCSTP-F-001 Informe Mantenimiento Bienes de uso Público Enero de 2022,15_04_Comunic_Recibidas/2022/CI004_GP-15337_070202_CON_0208_FOR_GCSP_F001_ENE22.pdf
680,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2022-0480,CONSORCIO 4C,GP-15576,21/04/2022,Respuesta comunicación CI.004/GP9922/22/7.4.1 – 19/04/2022 (Rad. Int. ALMA-R-2022-0480). Requerimiento Informe ANISCOPIO,15_04_Comunic_Recibidas/2022/CI004_GP-15576_070400_CON_0531_REQUERI_INF_ANISCOPIO.pdf
682,2,MARY ISABEL PATIÑO PINZÓN (Propietaria),ALMA-2022-0664,CONSORCIO 4C,GP-15701,20/05/2022,"Queja presentada a la Concesionaria Alto Magdalena SAS ‘cuando la máquina realiza la limpieza, perfora la manguera que transporta el agua del acueducto veredal a la vivienda del predio el DIAMANTE’",15_04_Comunic_Recibidas/2022/CI004_GP-15701_070109_MPATIÑO_SINNUMERO_QUEJA_PREDIO_DIAMANTE.pdf
683,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1022,CONSORCIO 4C,GP-15953,06/07/2022,Cumplimiento de la obligación de pago por el servicio de seguimiento y control ambiental. Auto DRAM 03226000741 de 08/06/2022 (Rad. Interno ALMA-R-2022-0808 del 10/06/2022). Expediente 51900.,15_04_Comunic_Recibidas/2022/CI004_GP-15953_070108_CON_1022_PAG_SEG_CTROL_AMB_EXP_51900.pdf
684,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1347,CONSORCIO 4C,GP-16229,09/09/2022,Informe criterios para contabilizar Ingresos y Egresos por Unidad Funcional,15_04_Comunic_Recibidas/2022/CI004_GP-16229_070201_CON_1347_INF_ING_EGRE_AGO22.pdf
685,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1343,CONSORCIO 4C,GP-16230,09/09/2022,Entrega soportes Pagos Seguridad Social julio y Salarios junio de 2022,15_04_Comunic_Recibidas/2022/CI004_GP-16230_070110_CON_1343_PAG_SEGYSAL_JUL_JUN22.pdf
686,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2022-1212,CONSORCIO 4C,GP-16374,13/10/2022,Cumplimiento obligación pago servicio de seguimiento y control ambiental. Auto DRAM No. 03226001117 de 08/08/2022 (Rad. Interno ALMA-R-2022-1212 del 24/08/2022). Expediente 60604,15_04_Comunic_Recibidas/2022/CI004_GP-16374_070108_CON_1476_PAG_SERV_SEG_AMB_EXP_60604.pdf
687,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1159,CONSORCIO 4C,GP-16095,12/08/2022,Entrega informe de los mantenimientos realizados en el primer año y cuarto ciclo de mantenimiento de la medida compensatoria en cumplimiento de la Resolución 1712 del 30 de junio de 2017. Expediente 60703,15_04_Comunic_Recibidas/2022/CI004_GP-16095_070108_CON_1159_CUMPLI_RESOL_1712_EXP_60703.pdf
783,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0773,CONSORCIO 4C,GP-15777,07/06/2022,Entrega Informe Gerencial Mensual N° 91 – mayo 2022,15_04_Comunic_Recibidas/2022/CI004_GP-15777_070500_CON_0773_INF_MEN_N91_MAY22.pdf
784,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2022-0971,CONSORCIO 4C,GP-15995,15/07/2022,Respuesta comunicación CI.004/GP10102/22/7.1.8 (Rad. Int. ALMA-R-2022-0971 – 8/07/2022). Observaciones Informe Trimestral Ambiental N° 30/ Componente Ambiental.,15_04_Comunic_Recibidas/2022/CI004_GP-15995_070108_CON_1072_OBS_INF_TRIM_AMB_N30.pdf
785,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2021-0604,CONSORCIO 4C,GP-15642,04/05/2022,Respuesta Auto DRAM No. 1650 del 13/12/2021 (Rad in. ALMA-R-2021-1922). Expediente 61891,15_04_Comunic_Recibidas/2022/CI004_GP-15642_070108_CON_0604_RTA_AUTO_DRAM_1650.pdf
786,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2022-0612,CONSORCIO 4C,GP-15763,01/06/2022,Cumplimiento obligación pago seguimiento autorización ocupación de cauce. Auto DRBM 04226000363 del 10/05/2022 (Rad. Interno ALMA-R-2022-0612 del 11/05/2022). Expediente 52041,15_04_Comunic_Recibidas/2022/CI004_GP-15763_070108_CON_0755_PAG_SEG_AMB_EXP_52041.pdf
787,6,Agencia Nacional de Infraestructura,20223110137761,CONSORCIO 4C,GP-15685,16/05/2022,Respuesta a su comunicado No.CI.004/GP9902/22/5.3-7.1.4 con radicado ANI No. 20224090407322 del 11 de abril de 2022 – No objeción Plazo de Cura por el presunto incumplimiento en la Aplicación de la Norma NTC4201 en pasamanos de Puentes Peatonales y Áreas de Servicio. Contrato de Interventoría No. 145 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Consorcio 4C.,15_04_Comunic_Recibidas/2022/CI004_GP-15685_050300-070104_ANI_013776-1_PLAZ_CURA_APLICA_NTC4201.pdf
788,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0731,CONSORCIO 4C,GP-15741,27/05/2022,"Respuesta comunicación con radicado 20227300121381. Requerimiento - Oficio con Radicado No. 20225340093772 ""Queja Concesión Alto Magdalena SAS",15_04_Comunic_Recibidas/2022/CI004_GP-15741_070110_070300_CON_0731_RTA_RECLAM_DAÑO_JMEDINA.pdf
789,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0936,CONSORCIO 4C,GP-15901,22/06/2022,"Solicitud inclusión memorando DESCA 20213043001 del 17 de junio de 2021 al permiso de ocupación de cauce otorgado, que reposa en el Expediente 61765",15_04_Comunic_Recibidas/2022/CI004_GP-15901_070108_CON_0936_INCLUS_MEMO_DESCA_EXP_61765.pdf
